wins_vs_base,wins_vs_random,n_it
0.5,0.5,0
0.63,0.63,60000
0.85,0.9,120000
0.88,0.78,180000
0.79,0.77,240000
0.84,0.82,300000
0.84,0.8,360000
0.7,0.75,420000
