wins_vs_base,wins_vs_random,n_it
0.5,0.5,0
0.55,0.84,5000
0.66,0.76,10000
0.64,0.84,15000
0.59,0.78,20000
0.58,0.79,25000
0.63,0.72,30000
0.5,0.79,35000
0.56,0.7,40000
0.57,0.75,45000
0.62,0.81,50000
0.61,0.78,55000
0.53,0.75,60000
