wins_vs_base,wins_vs_random,n_it
0.5,0.5,0
0.49,0.65,5000
0.52,0.67,10000
0.73,0.77,15000
0.51,0.73,20000
0.63,0.76,25000
0.63,0.76,30000
0.63,0.72,35000
0.72,0.74,40000
0.73,0.7,45000
0.64,0.78,50000
0.75,0.7,55000
0.62,0.78,60000
0.61,0.67,65000
0.68,0.71,70000
0.6,0.72,75000
0.67,0.75,80000
0.66,0.8,85000
0.71,0.68,90000
0.47,0.69,95000
0.56,0.7,100000
0.63,0.74,105000
