wins_vs_base,wins_vs_random,n_it
0.5,0.5,0
0.65,0.7,60000
0.74,0.88,120000
0.84,0.8,180000
0.82,0.8,240000
0.89,0.8,300000
0.84,0.8,360000
0.78,0.79,420000
0.86,0.83,480000
0.75,0.85,540000
0.84,0.76,600000
0.84,0.87,660000
0.84,0.84,720000
0.71,0.76,780000
0.79,0.78,840000
0.86,0.79,900000
